#
# Results on Monday August 05 2019 15:40:37 UTC.
# USER AGENT: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15
# Design number was non-random = 1
#
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Field name.
# 9. Field value.
1565019637,b564b8af35c4b071a5e0f51fc4f54821,Form,7,0,consent,NULL,consent,yes
1565019637,b564b8af35c4b071a5e0f51fc4f54821,Form,7,0,consent,NULL,_REACTION_TIME_,2325
1565019637,b564b8af35c4b071a5e0f51fc4f54821,Form,1,0,intro,NULL,age,987
1565019637,b564b8af35c4b071a5e0f51fc4f54821,Form,1,0,intro,NULL,natlang,iou
1565019637,b564b8af35c4b071a5e0f51fc4f54821,Form,1,0,intro,NULL,otherlang,iou
1565019637,b564b8af35c4b071a5e0f51fc4f54821,Form,1,0,intro,NULL,Prolific,oil
1565019637,b564b8af35c4b071a5e0f51fc4f54821,Form,1,0,intro,NULL,gender,other
1565019637,b564b8af35c4b071a5e0f51fc4f54821,Form,1,0,intro,NULL,_REACTION_TIME_,3376
1565019637,b564b8af35c4b071a5e0f51fc4f54821,Form,2,0,intro1,NULL,_REACTION_TIME_,690
1565019637,b564b8af35c4b071a5e0f51fc4f54821,Form,3,0,intro2,NULL,_REACTION_TIME_,918
1565019637,b564b8af35c4b071a5e0f51fc4f54821,Form,4,0,intro3,NULL,_REACTION_TIME_,1028
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. html.
# 9. startValue.
# 10. endValue.
# 11. value.
# 12. _REACTION_TIME_.
1565019637,b564b8af35c4b071a5e0f51fc4f54821,MultiSlider,69,0,EveryNot.None.HowManyBias,21,<b>How many</b> of the classes did Julia fail?,0.00,100.00,50.00,684.00
1565019637,b564b8af35c4b071a5e0f51fc4f54821,MultiSlider,59,0,EveryNot.None.NoneBias,17,<b>Have all</b> of the cases been solved?,0.00,100.00,50.00,468.00
1565019637,b564b8af35c4b071a5e0f51fc4f54821,MultiSlider,73,0,EveryNot.None.AllBias,22,<b>Did any</b> of the investment pay off?,0.00,100.00,50.00,59.00
1565019637,b564b8af35c4b071a5e0f51fc4f54821,MultiSlider,68,0,EveryNot.None.NoneBias,20,Did she win<b> all of </b> the medals?,0.00,100.00,50.00,286.00
1565019637,b564b8af35c4b071a5e0f51fc4f54821,MultiSlider,41,0,EveryNot.Some.NoneBias,11,<b>Were all</b> of the sales closed in the end?,0.00,100.00,50.00,36.00
1565019637,b564b8af35c4b071a5e0f51fc4f54821,MultiSlider,28,0,EveryNot.All.AllBias,7,<b>Have any</b> of the infants been changed?,0.00,100.00,50.00,676.00
1565019637,b564b8af35c4b071a5e0f51fc4f54821,MultiSlider,50,0,EveryNot.Some.NoneBias,14,Has Roy been invited to<b> all of </b>the Major League Gaming tournaments?,0.00,100.00,50.00,1919.00
1565019637,b564b8af35c4b071a5e0f51fc4f54821,MultiSlider,10,0,EveryNot.All.AllBias,1,<b>Did any</b> of the kindergartners get on the bus?,0.00,100.00,50.00,1312.00
1565019637,b564b8af35c4b071a5e0f51fc4f54821,MultiSlider,42,0,EveryNot.Some.HowManyBias,12,<b>How many</b> of the booths have Sue and Marc visited so far?,0.00,100.00,50.00,541.00
1565019637,b564b8af35c4b071a5e0f51fc4f54821,MultiSlider,19,0,EveryNot.All.AllBias,4,<b>Have any</b> of the wedding invitations been written?,0.00,100.00,50.00,86.00
1565019637,b564b8af35c4b071a5e0f51fc4f54821,MultiSlider,15,0,EveryNot.All.HowManyBias,3,<b>How many</b> of the student essays were graded?,0.00,100.00,50.00,325.00
1565019637,b564b8af35c4b071a5e0f51fc4f54821,MultiSlider,78,0,EveryNot.None.HowManyBias,24,<b>How many</b> of the appointments were cancelled?,0.00,100.00,50.00,107.00
1565019637,b564b8af35c4b071a5e0f51fc4f54821,MultiSlider,64,0,EveryNot.None.AllBias,19,<b>Were any</b> of the records broken in the end?,0.00,100.00,50.00,249.00
1565019637,b564b8af35c4b071a5e0f51fc4f54821,MultiSlider,51,0,EveryNot.Some.HowManyBias,15,<b>How many</b> of Barney's submissions have been published?,0.00,100.00,50.00,252.00
1565019637,b564b8af35c4b071a5e0f51fc4f54821,MultiSlider,24,0,EveryNot.All.HowManyBias,6,<b>How many</b> of the new songs have been demoed?,0.00,100.00,50.00,295.00
1565019637,b564b8af35c4b071a5e0f51fc4f54821,MultiSlider,33,0,EveryNot.Some.HowManyBias,9,<b>How many</b> of the students passed the exam?,0.00,100.00,50.00,339.00
